Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00406427,1,"Tuesday, March 19, 2013 19:36:32 UTC",38.0824,-116.0171,2.1,0.00, 6,"Nevada"
nc,71957200,2,"Tuesday, March 19, 2013 19:35:16 UTC",36.2917,-120.8295,1.3,9.10,23,"Central California"
us,b000fp10,6,"Tuesday, March 19, 2013 19:34:13 UTC",1.4248,126.6583,4.4,54.80,30,"Molucca Sea"
ci,15309793,2,"Tuesday, March 19, 2013 19:29:36 UTC",36.4190,-117.8492,1.2,9.90,21,"Central California"
ak,10677020,2,"Tuesday, March 19, 2013 19:28:40 UTC",63.2007,-150.7099,1.5,122.40,33,"Central Alaska"
uu,60016232,4,"Tuesday, March 19, 2013 19:17:28 UTC",39.4323,-111.2352,1.4,3.70,12,"Utah"
ak,10678062,2,"Tuesday, March 19, 2013 19:15:30 UTC",62.5753,-151.2080,1.6,88.10,25,"Central Alaska"
nc,71957190,2,"Tuesday, March 19, 2013 19:13:19 UTC",37.7622,-122.5778,1.2,9.30,29,"offshore Northern California"
ci,15309777,6,"Tuesday, March 19, 2013 19:09:47 UTC",33.6630,-117.2150,1.3,0.00,18,"Southern California"
us,b000fp0q,4,"Tuesday, March 19, 2013 19:05:06 UTC",-0.5401,122.9366,4.4,55.70,28,"Sulawesi, Indonesia"
ci,15309769,2,"Tuesday, March 19, 2013 18:58:25 UTC",35.1527,-118.3902,1.5,0.00,25,"Central California"
ak,10676992,2,"Tuesday, March 19, 2013 18:55:46 UTC",63.5144,-146.5029,2.1,0.90,44,"Central Alaska"
ci,15309753,2,"Tuesday, March 19, 2013 18:38:26 UTC",33.6607,-118.3875,1.7,0.00,30,"San Pedro Channel, California"
us,b000fnyt,8,"Tuesday, March 19, 2013 18:36:56 UTC",-16.7888,-171.5351,5.4,20.10,84,"Samoa Islands region"
nc,71957170,2,"Tuesday, March 19, 2013 18:28:48 UTC",36.7555,-121.5950,1.2,0.00,22,"Central California"
us,b000fny9,6,"Tuesday, March 19, 2013 18:22:52 UTC",-20.8583,176.6819,5.3,19.70,76,"south of the Fiji Islands"
ak,10676962,2,"Tuesday, March 19, 2013 18:16:05 UTC",65.3507,-149.6446,3.0,14.80,51,"northern Alaska"
ak,10676954,2,"Tuesday, March 19, 2013 18:08:59 UTC",62.1396,-150.3264,2.2,1.20,64,"Central Alaska"
ak,10676946,2,"Tuesday, March 19, 2013 17:55:56 UTC",61.8518,-147.8757,1.2,37.80,19,"Southern Alaska"
us,b000fnwg,7,"Tuesday, March 19, 2013 17:50:59 UTC",-20.1705,66.2446,5.0,10.00,74,"Mauritius - Reunion region"
us,b000fnvu,7,"Tuesday, March 19, 2013 17:40:37 UTC",19.4328,-69.3225,3.5,78.50,18,"Dominican Republic region"
nn,00406412,1,"Tuesday, March 19, 2013 17:35:02 UTC",37.2535,-116.7346,2.0,7.50,19,"Nevada"
ak,10678057,2,"Tuesday, March 19, 2013 17:27:21 UTC",51.6600,-173.8596,2.4,29.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10676926,2,"Tuesday, March 19, 2013 17:17:28 UTC",60.4456,-151.0703,1.5,16.50,23,"Kenai Peninsula, Alaska"
ci,15309705,2,"Tuesday, March 19, 2013 17:11:59 UTC",34.6275,-117.1067,1.5,0.00,25,"Southern California"
us,b000fnv4,6,"Tuesday, March 19, 2013 17:01:57 UTC",-0.7623,134.0219,4.6,41.40,49,"near the north coast of Papua, Indonesia"
nc,71957140,0,"Tuesday, March 19, 2013 16:48:32 UTC",38.7473,-122.7190,1.0,0.00, 8,"Northern California"
ci,15309665,1,"Tuesday, March 19, 2013 16:32:38 UTC",33.7817,-116.9068,1.0,11.90,20,"Southern California"
ak,10676897,2,"Tuesday, March 19, 2013 16:22:59 UTC",61.9822,-149.4646,1.3,45.50,22,"Southern Alaska"
nn,00406404,1,"Tuesday, March 19, 2013 16:20:46 UTC",37.4386,-117.0739,1.0,0.00, 6,"Nevada"
nc,71957115,3,"Tuesday, March 19, 2013 15:59:51 UTC",37.5108,-121.6900,1.0,6.90,19,"Northern California"
ci,15309657,2,"Tuesday, March 19, 2013 15:59:05 UTC",34.0097,-116.7878,1.2,16.90,36,"Southern California"
pr,13078000,0,"Tuesday, March 19, 2013 15:17:51 UTC",19.3421,-67.8770,3.3,67.00, 9,"Dominican Republic region"
ak,10676857,3,"Tuesday, March 19, 2013 15:06:28 UTC",63.0768,-150.9895,3.6,122.80,88,"Central Alaska"
ak,10676851,3,"Tuesday, March 19, 2013 15:05:00 UTC",60.8475,-150.2455,3.5,41.90,97,"Kenai Peninsula, Alaska"
ak,10678052,2,"Tuesday, March 19, 2013 15:00:54 UTC",60.9999,-150.1920,1.2,24.20,11,"Southern Alaska"
ak,10676848,2,"Tuesday, March 19, 2013 15:00:31 UTC",53.3930,-165.6344,2.2,19.70,26,"Fox Islands, Aleutian Islands, Alaska"
ci,15309609,3,"Tuesday, March 19, 2013 14:44:53 UTC",33.4645,-116.4828,1.0,13.10,41,"Southern California"
ak,10676844,2,"Tuesday, March 19, 2013 14:44:13 UTC",60.8282,-147.0520,1.5,6.70,22,"Southern Alaska"
nc,71957085,3,"Tuesday, March 19, 2013 14:28:58 UTC",38.8355,-122.7737,1.7,3.00,52,"Northern California"
ak,10676830,2,"Tuesday, March 19, 2013 14:03:38 UTC",63.8974,-149.3424,1.1,115.00,21,"Central Alaska"
nc,71957075,2,"Tuesday, March 19, 2013 13:34:27 UTC",36.7587,-121.2697,1.0,8.40,27,"Central California"
ci,15309569,3,"Tuesday, March 19, 2013 13:28:17 UTC",33.6563,-116.7307,1.2,17.70,46,"Southern California"
us,b000fnsf,5,"Tuesday, March 19, 2013 12:44:31 UTC",42.1870,29.5521,4.3,17.30,45,"Black Sea"
nc,71957055,3,"Tuesday, March 19, 2013 12:41:31 UTC",40.3332,-124.4123,2.2,14.40,24,"offshore Northern California"
ak,10678046,2,"Tuesday, March 19, 2013 12:33:26 UTC",63.2604,-150.4286,1.2,122.90,14,"Central Alaska"
ak,10676809,2,"Tuesday, March 19, 2013 12:15:15 UTC",61.5674,-146.4862,1.6,27.80,35,"Southern Alaska"
ak,10676807,2,"Tuesday, March 19, 2013 12:10:21 UTC",63.0791,-149.2975,1.0,9.00,20,"Central Alaska"
ak,10676800,2,"Tuesday, March 19, 2013 12:01:26 UTC",62.8055,-150.6460,1.4,85.90,33,"Central Alaska"
ak,10676792,2,"Tuesday, March 19, 2013 11:52:31 UTC",59.8157,-151.6961,2.4,57.60,74,"Kenai Peninsula, Alaska"
us,b000fnrl,6,"Tuesday, March 19, 2013 11:43:36 UTC",-11.0330,165.8293,4.7,42.70,39,"Santa Cruz Islands"
us,b000fnre,6,"Tuesday, March 19, 2013 11:41:56 UTC",-27.8920,-69.4631,4.7,10.00,27,"Atacama, Chile"
us,b000fnrc,5,"Tuesday, March 19, 2013 11:32:50 UTC",-11.0113,165.8893,4.9,30.20,65,"Santa Cruz Islands"
ci,15309505,5,"Tuesday, March 19, 2013 11:12:02 UTC",36.0122,-117.8130,1.1,2.20,21,"Central California"
ci,15309497,3,"Tuesday, March 19, 2013 10:51:38 UTC",33.7258,-116.8350,1.2,19.40,76,"Southern California"
ak,10676783,2,"Tuesday, March 19, 2013 10:35:57 UTC",61.7615,-150.7313,1.4,66.80,33,"Southern Alaska"
ak,10676781,2,"Tuesday, March 19, 2013 10:30:23 UTC",61.6377,-147.0647,1.2,29.90,23,"Southern Alaska"
us,b000fnqb,N,"Tuesday, March 19, 2013 10:12:59 UTC",-10.9690,165.8650,4.8,37.10,63,"Santa Cruz Islands"
ak,10678035,2,"Tuesday, March 19, 2013 09:59:52 UTC",62.9066,-151.2856,1.2,104.60,20,"Central Alaska"
pr,13078001,0,"Tuesday, March 19, 2013 09:37:15 UTC",18.3346,-65.1475,2.9,105.00, 6,"Puerto Rico region"
nc,71957020,3,"Tuesday, March 19, 2013 09:37:00 UTC",37.7188,-122.5583,1.0,6.20,21,"offshore Northern California"
ci,15309481,3,"Tuesday, March 19, 2013 09:28:42 UTC",34.0158,-117.1790,1.2,2.60,50,"Greater Los Angeles area, California"
nc,71957015,0,"Tuesday, March 19, 2013 09:16:48 UTC",38.8327,-122.7488,1.0,1.80, 9,"Northern California"
ak,10676772,2,"Tuesday, March 19, 2013 08:47:41 UTC",52.3637,-169.4843,3.3,12.50,24,"Fox Islands, Aleutian Islands, Alaska"
ci,15309473,5,"Tuesday, March 19, 2013 08:46:02 UTC",34.0135,-117.1768,1.5,5.60,63,"Greater Los Angeles area, California"
ak,10676762,2,"Tuesday, March 19, 2013 08:20:48 UTC",61.7696,-149.4809,1.8,52.20,37,"Southern Alaska"
nn,00406383,1,"Tuesday, March 19, 2013 08:17:51 UTC",37.4336,-117.0833,1.3,1.40,14,"Nevada"
uw,60511571,1,"Tuesday, March 19, 2013 08:01:48 UTC",48.4195,-119.2068,1.6,15.50,12,"Washington"
us,b000fnpb,6,"Tuesday, March 19, 2013 08:01:12 UTC",-19.2338,168.2133,4.9,30.60,41,"Vanuatu"
us,b000fnp9,4,"Tuesday, March 19, 2013 07:58:25 UTC",-0.0025,123.0583,4.3,105.90,41,"Sulawesi, Indonesia"
ak,10676758,2,"Tuesday, March 19, 2013 07:45:19 UTC",63.3873,-151.4584,1.1,4.50,23,"Central Alaska"
ci,15309441,2,"Tuesday, March 19, 2013 07:40:57 UTC",35.9208,-117.6880,1.0,2.90,18,"Central California"
ak,10676748,2,"Tuesday, March 19, 2013 07:16:35 UTC",61.5910,-141.1310,1.4,1.00,21,"Southern Alaska"
ak,10676744,2,"Tuesday, March 19, 2013 07:12:13 UTC",61.6045,-141.1461,2.1,1.80,35,"Southern Alaska"
ci,15309401,2,"Tuesday, March 19, 2013 06:46:55 UTC",33.5167,-116.4755,1.2,12.10,40,"Southern California"
ci,15309369,3,"Tuesday, March 19, 2013 06:25:44 UTC",33.5143,-116.4733,1.3,11.50,45,"Southern California"
nc,71956985,2,"Tuesday, March 19, 2013 06:19:52 UTC",37.6207,-122.0205,1.1,4.90,16,"San Francisco Bay area, California"
ak,10678027,2,"Tuesday, March 19, 2013 06:09:45 UTC",53.4867,-166.1503,1.7,49.80,16,"Fox Islands, Aleutian Islands, Alaska"
us,b000fnmp,3,"Tuesday, March 19, 2013 06:07:25 UTC",8.2326,94.2348,4.6,89.10,24,"Nicobar Islands, India region"
nn,00406381,1,"Tuesday, March 19, 2013 06:05:23 UTC",39.5467,-118.2155,1.3,7.70, 8,"Nevada"
us,b000fnmh,5,"Tuesday, March 19, 2013 05:41:59 UTC",55.6541,-35.1166,4.9,10.00,44,"Reykjanes Ridge"
ak,10676728,2,"Tuesday, March 19, 2013 05:38:21 UTC",66.1203,-144.8723,2.2,6.00,24,"northern Alaska"
us,b000fnmb,5,"Tuesday, March 19, 2013 05:30:51 UTC",-2.7431,138.7260,4.4,43.20,24,"Papua, Indonesia"
ci,15309345,5,"Tuesday, March 19, 2013 05:23:43 UTC",33.5007,-116.5513,1.0,13.20,63,"Southern California"
ak,10676723,2,"Tuesday, March 19, 2013 05:22:32 UTC",63.3920,-151.4187,1.2,2.40,24,"Central Alaska"
ak,10676718,2,"Tuesday, March 19, 2013 05:03:55 UTC",54.2201,-162.3869,2.6,5.90,18,"Alaska Peninsula"
nc,71956955,2,"Tuesday, March 19, 2013 04:55:48 UTC",40.3920,-124.0435,1.8,31.10,19,"Northern California"
ak,10676712,2,"Tuesday, March 19, 2013 04:45:07 UTC",61.4155,-146.7101,1.9,13.40,44,"Southern Alaska"
ci,15309313,2,"Tuesday, March 19, 2013 04:29:12 UTC",35.4610,-120.0627,1.3,12.30,14,"Central California"
ak,10678021,2,"Tuesday, March 19, 2013 04:27:38 UTC",66.3314,-135.7777,2.5,43.30,17,"northern Yukon Territory, Canada"
us,b000fnl4,7,"Tuesday, March 19, 2013 03:29:00 UTC",-58.9152,-24.4095,6.1,31.30,52,"South Sandwich Islands region"
nn,00406372,1,"Tuesday, March 19, 2013 03:10:14 UTC",37.0815,-117.0599,1.0,7.30,13,"Nevada"
nc,71956945,2,"Tuesday, March 19, 2013 02:46:43 UTC",37.3388,-122.1487,1.1,5.40,17,"San Francisco Bay area, California"
ak,10676692,2,"Tuesday, March 19, 2013 02:36:37 UTC",63.1513,-150.4836,1.4,108.20,35,"Central Alaska"
ci,15309241,2,"Tuesday, March 19, 2013 02:31:53 UTC",36.0225,-117.7713,1.0,2.40,20,"Central California"
ak,10678018,2,"Tuesday, March 19, 2013 02:31:39 UTC",55.1308,-162.8662,2.3,169.90,11,"Alaska Peninsula"
ci,15309233,2,"Tuesday, March 19, 2013 02:27:17 UTC",36.0243,-117.7725,1.6,2.00,36,"Central California"
ak,10676683,2,"Tuesday, March 19, 2013 01:53:23 UTC",62.2177,-149.9900,1.2,8.40,25,"Central Alaska"
ak,10676680,2,"Tuesday, March 19, 2013 01:46:23 UTC",60.3471,-150.8729,1.9,44.10,39,"Kenai Peninsula, Alaska"
uu,60016202,4,"Tuesday, March 19, 2013 01:25:51 UTC",38.1460,-111.2702,2.7,8.00,23,"Utah"
nc,71956915,4,"Tuesday, March 19, 2013 01:16:12 UTC",37.6255,-118.8127,1.0,3.80,25,"Long Valley area, California"
ak,10676669,2,"Tuesday, March 19, 2013 01:13:26 UTC",63.1664,-143.2403,1.3,8.30,18,"Central Alaska"
uw,60511456,2,"Tuesday, March 19, 2013 00:56:12 UTC",47.8813,-121.6478,1.6,8.60,30,"Washington"
ak,10676663,3,"Tuesday, March 19, 2013 00:51:35 UTC",62.1417,-137.1925,2.6,7.50,18,"Southern Yukon Territory, Canada"
nc,71956910,3,"Tuesday, March 19, 2013 00:49:21 UTC",39.5395,-121.9893,1.3,24.10,13,"Northern California"
ak,10678013,2,"Tuesday, March 19, 2013 00:42:44 UTC",53.4713,-165.4101,1.8,15.20,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10678012,2,"Tuesday, March 19, 2013 00:40:22 UTC",53.5024,-165.3362,2.1,25.30,21,"Fox Islands, Aleutian Islands, Alaska"
ci,15309201,5,"Tuesday, March 19, 2013 00:37:35 UTC",34.3548,-118.6165,2.0,4.10,49,"Greater Los Angeles area, California"
us,b000fnji,7,"Tuesday, March 19, 2013 00:37:01 UTC",53.6854,-165.3555,4.4,42.20,24,"Fox Islands, Aleutian Islands, Alaska"
nc,71956905,2,"Tuesday, March 19, 2013 00:36:38 UTC",38.7882,-122.7622,1.0,1.80,40,"Northern California"
uu,60016197,2,"Tuesday, March 19, 2013 00:27:49 UTC",44.3842,-110.9993,1.0,5.70,10,"Yellowstone National Park, Wyoming"
ci,15309177,3,"Tuesday, March 19, 2013 00:16:16 UTC",33.9415,-117.0535,1.1,15.20,53,"Southern California"
ak,10676627,2,"Tuesday, March 19, 2013 00:11:48 UTC",62.1659,-149.3256,1.1,40.60,22,"Central Alaska"
us,b000fniq,8,"Monday, March 18, 2013 23:44:04 UTC",2.7834,124.4364,4.8,312.10,52,"Celebes Sea"
ak,10676586,1,"Monday, March 18, 2013 23:07:12 UTC",65.0018,-147.3284,1.6,0.20,10,"northern Alaska"
ak,10676557,1,"Monday, March 18, 2013 22:42:10 UTC",60.1064,-153.8121,3.4,148.90,26,"Southern Alaska"
ci,15309137,2,"Monday, March 18, 2013 22:12:33 UTC",33.3320,-116.4168,1.3,11.50,42,"Southern California"
us,b000fnfn,4,"Monday, March 18, 2013 22:02:08 UTC",4.1398,127.0248,4.3,84.00,22,"Kepulauan Talaud, Indonesia"
nc,71956865,2,"Monday, March 18, 2013 22:00:38 UTC",38.7895,-122.7443,1.1,1.50,32,"Northern California"
uu,60016162,4,"Monday, March 18, 2013 21:26:38 UTC",44.6657,-110.4667,1.5,5.80,17,"Yellowstone National Park, Wyoming"
ci,15309113,2,"Monday, March 18, 2013 21:14:42 UTC",34.0535,-117.3388,1.2,0.00,22,"Greater Los Angeles area, California"
ak,10676482,1,"Monday, March 18, 2013 21:00:55 UTC",62.1198,-145.3270,1.3,28.60, 6,"Central Alaska"
ci,15309041,2,"Monday, March 18, 2013 20:13:57 UTC",33.6663,-117.2267,1.2,0.00, 9,"Southern California"
ci,15309001,3,"Monday, March 18, 2013 20:04:21 UTC",33.5017,-116.4570,1.4,10.70,52,"Southern California"
ci,15308977,2,"Monday, March 18, 2013 20:01:06 UTC",34.1370,-116.9788,1.1,4.40,39,"Southern California"
ci,15308961,2,"Monday, March 18, 2013 20:00:14 UTC",33.8703,-117.5082,1.5,0.00,11,"Greater Los Angeles area, California"
nn,00406321,1,"Monday, March 18, 2013 19:57:14 UTC",38.0304,-118.0540,1.5,5.00,15,"Nevada"
nc,71956850,2,"Monday, March 18, 2013 19:39:20 UTC",40.1503,-122.0135,1.7,18.60,18,"Northern California"
ci,15308929,3,"Monday, March 18, 2013 19:22:34 UTC",33.5033,-116.4733,2.0,9.60,57,"Southern California"
us,b000fn69,C,"Monday, March 18, 2013 19:15:03 UTC",-32.4909,-71.9037,5.0,23.90,79,"offshore Valparaiso, Chile"
ak,10676401,1,"Monday, March 18, 2013 19:06:50 UTC",63.2308,-144.8633,1.6,0.00,13,"Central Alaska"
ci,15308913,3,"Monday, March 18, 2013 19:06:14 UTC",33.0405,-116.4410,1.7,6.80,61,"Southern California"
ak,10676398,1,"Monday, March 18, 2013 19:00:09 UTC",60.3938,-151.9586,1.8,46.00, 5,"Kenai Peninsula, Alaska"
nc,71956830,3,"Monday, March 18, 2013 18:38:49 UTC",38.7860,-122.7618,2.7,1.40,76,"Northern California"
hv,60479591,1,"Monday, March 18, 2013 18:35:42 UTC",19.7842,-155.3657,2.4,25.50,52,"Island of Hawaii, Hawaii"
nc,71956825,2,"Monday, March 18, 2013 18:24:48 UTC",38.8103,-122.8232,1.0,2.30,36,"Northern California"
nc,71956820,3,"Monday, March 18, 2013 18:23:27 UTC",38.8435,-122.8248,1.3,2.30,38,"Northern California"
ci,15308905,2,"Monday, March 18, 2013 18:19:30 UTC",34.7210,-116.3005,1.3,6.20,18,"Southern California"
nc,71956885,4,"Monday, March 18, 2013 18:01:11 UTC",37.6940,-119.7292,1.9,37.30,13,"Central California"
ak,10676240,1,"Monday, March 18, 2013 17:45:07 UTC",60.4686,-151.9776,1.7,50.00, 6,"Kenai Peninsula, Alaska"
uw,60511356,1,"Monday, March 18, 2013 17:41:47 UTC",41.8793,-125.8915,2.0,5.00, 9,"off the coast of Northern California"
ak,10676236,1,"Monday, March 18, 2013 17:38:18 UTC",63.5548,-150.8265,1.1,8.80, 7,"Central Alaska"
ak,10676220,1,"Monday, March 18, 2013 17:23:34 UTC",63.5458,-147.3067,1.9,0.10,25,"Central Alaska"
ak,10676196,1,"Monday, March 18, 2013 16:57:52 UTC",57.5085,-155.1534,2.6,35.60, 7,"Alaska Peninsula"
ak,10676179,1,"Monday, March 18, 2013 16:31:35 UTC",61.6996,-149.4012,1.7,36.20,19,"Southern Alaska"
ci,37123563,2,"Monday, March 18, 2013 16:21:56 UTC",33.3110,-116.4010,1.0,6.30,34,"Southern California"
us,2013mxah,5,"Monday, March 18, 2013 16:16:35 UTC",-16.5971,-72.3991,4.7,91.40,38,"near the coast of southern Peru"
ci,15308785,2,"Monday, March 18, 2013 16:15:37 UTC",33.5145,-116.4430,1.0,12.60,36,"Southern California"
hv,60479561,5,"Monday, March 18, 2013 16:14:29 UTC",19.4652,-155.6132,1.6,17.40,17,"Island of Hawaii, Hawaii"
ci,15308769,3,"Monday, March 18, 2013 16:06:46 UTC",33.5172,-116.4477,1.3,10.20,68,"Southern California"
ci,15308761,2,"Monday, March 18, 2013 16:02:26 UTC",34.3470,-116.8872,1.1,0.00,12,"Southern California"
nc,71956750,3,"Monday, March 18, 2013 16:01:23 UTC",36.2732,-120.8433,1.3,7.40,21,"Central California"
nc,71956740,3,"Monday, March 18, 2013 16:00:14 UTC",38.8040,-122.8182,1.3,3.30,44,"Northern California"
nn,00406282,1,"Monday, March 18, 2013 15:39:37 UTC",39.3605,-119.3096,1.0,10.40, 9,"Nevada"
ak,10676145,1,"Monday, March 18, 2013 15:34:37 UTC",62.2431,-150.0975,1.5,0.00,12,"Central Alaska"
hv,60479556,6,"Monday, March 18, 2013 15:32:26 UTC",19.4630,-155.6020,1.1,14.90,14,"Island of Hawaii, Hawaii"
ak,10676140,1,"Monday, March 18, 2013 15:25:34 UTC",60.0117,-149.3985,2.1,10.80,24,"Kenai Peninsula, Alaska"
hv,60479551,5,"Monday, March 18, 2013 15:18:14 UTC",19.2233,-155.5403,1.7,35.20,19,"Island of Hawaii, Hawaii"
ak,10676135,1,"Monday, March 18, 2013 15:12:01 UTC",62.3633,-150.8985,1.6,43.90,11,"Central Alaska"
ak,10676119,1,"Monday, March 18, 2013 14:44:35 UTC",61.9087,-151.1414,1.8,67.80,21,"Southern Alaska"
nc,71956725,2,"Monday, March 18, 2013 14:41:30 UTC",37.3512,-121.7568,1.0,0.00,13,"San Francisco Bay area, California"
ak,10676112,1,"Monday, March 18, 2013 14:10:52 UTC",65.1998,-149.4376,1.2,0.60, 9,"northern Alaska"
ci,15308721,3,"Monday, March 18, 2013 13:58:11 UTC",33.5035,-116.4763,1.9,8.70,58,"Southern California"
us,2013mxag,4,"Monday, March 18, 2013 13:56:13 UTC",12.1813,-87.5655,4.3,67.30,38,"near the coast of Nicaragua"
uu,60016137,2,"Monday, March 18, 2013 13:40:56 UTC",44.5510,-110.8455,1.3,2.00, 6,"Yellowstone National Park, Wyoming"
uu,60016127,2,"Monday, March 18, 2013 13:35:31 UTC",44.5740,-110.7478,1.1,5.70,10,"Yellowstone National Park, Wyoming"
nn,00406275,1,"Monday, March 18, 2013 13:17:35 UTC",37.2283,-115.4751,1.4,0.00,14,"Nevada"
uu,60016117,2,"Monday, March 18, 2013 13:06:21 UTC",44.4815,-111.0375,1.0,13.00, 9,"Yellowstone National Park, Wyoming"
ci,15308681,1,"Monday, March 18, 2013 12:49:28 UTC",35.8377,-117.6817,1.1,2.80,22,"Central California"
us,b000fmyz,5,"Monday, March 18, 2013 12:24:06 UTC",-2.2410,100.7668,4.7,63.00,37,"Kepulauan Mentawai region, Indonesia"
us,b000fmyx,8,"Monday, March 18, 2013 12:23:18 UTC",-11.5812,166.5582,4.7,124.00,54,"Santa Cruz Islands"
nc,71956690,2,"Monday, March 18, 2013 11:50:58 UTC",38.8340,-122.7993,1.4,2.70,48,"Northern California"
ci,15308633,1,"Monday, March 18, 2013 11:15:26 UTC",33.5007,-116.4702,1.7,9.30,88,"Southern California"
ci,15308617,2,"Monday, March 18, 2013 10:40:46 UTC",31.1140,-116.6402,2.7,6.00, 8,"offshore Baja California, Mexico"
ci,15308601,0,"Monday, March 18, 2013 10:24:04 UTC",33.5165,-116.4417,1.4,6.90,66,"Southern California"
ci,15308593,2,"Monday, March 18, 2013 10:23:13 UTC",32.2880,-115.3488,2.3,10.00,18,"Baja California, Mexico"
ci,15308577,2,"Monday, March 18, 2013 10:17:41 UTC",33.5075,-116.4672,1.6,10.10,69,"Southern California"
ak,10676068,1,"Monday, March 18, 2013 10:17:20 UTC",63.1511,-150.5779,1.8,115.70,22,"Central Alaska"
ci,15308569,5,"Monday, March 18, 2013 10:16:58 UTC",32.8818,-116.2530,1.1,8.90,19,"Southern California"
ak,10676066,1,"Monday, March 18, 2013 10:01:12 UTC",62.1138,-145.3995,1.1,27.20, 6,"Central Alaska"
nc,71956645,2,"Monday, March 18, 2013 09:45:43 UTC",40.4068,-121.9828,1.0,12.10, 9,"Northern California"
ak,10676060,2,"Monday, March 18, 2013 08:54:56 UTC",51.8901,-173.5850,3.4,48.70,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10676056,1,"Monday, March 18, 2013 08:52:16 UTC",62.8898,-148.4631,2.2,53.30,37,"Central Alaska"
ak,10676051,1,"Monday, March 18, 2013 08:38:50 UTC",61.8397,-149.7157,1.8,27.50,23,"Southern Alaska"
ci,15308505,2,"Monday, March 18, 2013 07:55:04 UTC",33.4988,-116.4655,1.2,8.10,63,"Southern California"
nc,71956625,2,"Monday, March 18, 2013 07:35:16 UTC",37.6245,-118.8148,1.2,4.20,27,"Long Valley area, California"
ak,10676043,1,"Monday, March 18, 2013 07:20:48 UTC",61.5561,-149.8587,1.1,28.60, 8,"Southern Alaska"
nc,71956615,3,"Monday, March 18, 2013 07:10:49 UTC",38.8338,-122.7752,1.5,3.10,50,"Northern California"
nc,71956605,0,"Monday, March 18, 2013 06:46:29 UTC",38.8123,-122.7952,1.0,1.00,16,"Northern California"
ak,10676037,2,"Monday, March 18, 2013 06:43:47 UTC",51.1464,-179.5005,3.3,50.00,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10676033,1,"Monday, March 18, 2013 06:17:15 UTC",59.9007,-150.6498,2.0,38.00,11,"Kenai Peninsula, Alaska"
nc,71956575,2,"Monday, March 18, 2013 05:30:16 UTC",38.8267,-122.8538,1.0,2.70,44,"Northern California"
ak,10676022,1,"Monday, March 18, 2013 05:23:19 UTC",60.8403,-148.9774,1.7,28.30,13,"Kenai Peninsula, Alaska"
ak,10676010,1,"Monday, March 18, 2013 04:50:21 UTC",63.1730,-150.3938,1.4,100.00,13,"Central Alaska"
ci,15308449,3,"Monday, March 18, 2013 04:06:59 UTC",33.6353,-116.6903,1.0,16.70,41,"Southern California"
pr,13077001,0,"Monday, March 18, 2013 04:05:43 UTC",19.4071,-65.7435,2.9,50.00, 7,"Puerto Rico region"
pr,13077000,0,"Monday, March 18, 2013 04:04:23 UTC",19.9041,-64.1703,3.2,24.00, 5,"north of the Virgin Islands"
us,b000fmmh,N,"Monday, March 18, 2013 03:54:35 UTC",-6.2550,130.9030,5.0,75.60,38,"Banda Sea"
ak,10675991,1,"Monday, March 18, 2013 03:46:11 UTC",61.2693,-146.9832,1.4,26.10, 7,"Southern Alaska"
ci,15308433,3,"Monday, March 18, 2013 03:27:06 UTC",32.9223,-115.5248,1.8,9.30,17,"Southern California"
ak,10675981,2,"Monday, March 18, 2013 03:22:37 UTC",53.3871,-165.7613,3.0,30.20,21,"Fox Islands, Aleutian Islands, Alaska"
ak,10675975,2,"Monday, March 18, 2013 03:18:23 UTC",61.5905,-148.2602,2.5,8.40,21,"Southern Alaska"
nc,71956545,2,"Monday, March 18, 2013 03:11:00 UTC",39.6272,-120.0107,1.6,5.10,18,"Northern California"
nc,71956525,2,"Monday, March 18, 2013 02:21:08 UTC",35.7210,-121.1043,1.0,7.20,17,"Central California"
ci,15308385,5,"Monday, March 18, 2013 01:24:04 UTC",35.3972,-118.7157,1.3,8.10,11,"Central California"
us,b000fmlj,6,"Monday, March 18, 2013 01:19:35 UTC",36.2654,69.7945,4.2,135.40,25,"Hindu Kush region, Afghanistan"
us,b000fmli,D,"Monday, March 18, 2013 01:07:41 UTC",36.5114,70.0785,4.6,216.40,68,"Hindu Kush region, Afghanistan"
ci,15308369,2,"Monday, March 18, 2013 01:00:06 UTC",33.7278,-116.0577,1.7,4.10,77,"Southern California"
uu,60016102,3,"Monday, March 18, 2013 00:44:02 UTC",40.7650,-111.9655,1.4,6.00, 8,"Wasatch Front Urban Corridor, Utah"
ak,10675936,1,"Monday, March 18, 2013 00:34:19 UTC",64.9169,-148.8849,1.1,18.10, 8,"Central Alaska"
ci,15308345,2,"Monday, March 18, 2013 00:28:08 UTC",34.7210,-116.2965,1.5,6.20,17,"Southern California"
ak,10678263,2,"Sunday, March 17, 2013 23:49:28 UTC",54.4874,-161.6268,1.8,18.70, 8,"Alaska Peninsula"
uu,60016097,6,"Sunday, March 17, 2013 23:41:54 UTC",40.7742,-111.9667,2.0,5.00,23,"Wasatch Front Urban Corridor, Utah"
