Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
pr,13081005,0,"Friday, March 22, 2013 17:55:45 UTC",19.2959,-65.2492,3.0,10.00, 5,"Puerto Rico region"
hv,60481076,2,"Friday, March 22, 2013 17:36:32 UTC",19.4138,-155.3223,2.0,5.60,28,"Island of Hawaii, Hawaii"
ci,15312233,2,"Friday, March 22, 2013 17:27:09 UTC",32.5447,-116.7793,1.9,0.00,22,"Baja California, Mexico"
ci,15312225,2,"Friday, March 22, 2013 17:11:01 UTC",35.9415,-117.1452,1.2,0.00, 8,"Central California"
nc,71958515,2,"Friday, March 22, 2013 17:05:19 UTC",37.3970,-121.7502,1.6,6.80,43,"San Francisco Bay area, California"
ci,15312201,2,"Friday, March 22, 2013 17:00:25 UTC",32.5328,-115.6472,1.5,9.40, 8,"Baja California, Mexico"
ak,10679331,1,"Friday, March 22, 2013 16:16:58 UTC",65.1672,-141.2985,2.8,7.20, 9,"northern Alaska"
ci,15312145,1,"Friday, March 22, 2013 15:45:27 UTC",33.2983,-116.2687,1.3,6.20,36,"Southern California"
ci,15312137,1,"Friday, March 22, 2013 15:34:03 UTC",33.5173,-116.4453,1.3,9.50,37,"Southern California"
ak,10679306,1,"Friday, March 22, 2013 15:19:28 UTC",63.5019,-146.4263,1.5,12.50,12,"Central Alaska"
us,b000fqwi,5,"Friday, March 22, 2013 14:18:58 UTC",-55.1383,-21.7276,5.2,15.00,21,"southwestern Atlantic Ocean"
pr,13081004,0,"Friday, March 22, 2013 14:18:01 UTC",18.1923,-68.0542,2.9,103.00,10,"Mona Passage, Dominican Republic"
nc,71958465,2,"Friday, March 22, 2013 14:14:47 UTC",39.6270,-120.0025,1.3,6.20,13,"Northern California"
nc,71958460,2,"Friday, March 22, 2013 14:14:08 UTC",39.6288,-120.0030,1.4,6.10,15,"Northern California"
nn,00406719,1,"Friday, March 22, 2013 14:08:14 UTC",37.3626,-115.9791,1.6,0.00,14,"Nevada"
nc,71958455,2,"Friday, March 22, 2013 14:04:21 UTC",39.6292,-120.0020,1.4,6.20,17,"Northern California"
nc,71958450,2,"Friday, March 22, 2013 14:02:35 UTC",39.6310,-120.0075,1.3,5.50,14,"Northern California"
nc,71958445,3,"Friday, March 22, 2013 14:01:40 UTC",39.6250,-120.0128,2.6,4.70,26,"Northern California"
ci,15312097,2,"Friday, March 22, 2013 14:00:39 UTC",34.7118,-116.3632,1.7,3.80,16,"Southern California"
nc,71958435,3,"Friday, March 22, 2013 13:55:44 UTC",38.8228,-122.8295,2.2,2.60,72,"Northern California"
ci,15312089,2,"Friday, March 22, 2013 13:49:01 UTC",34.0127,-117.1660,1.2,7.70,11,"Greater Los Angeles area, California"
uw,60511996,1,"Friday, March 22, 2013 13:38:15 UTC",47.5892,-121.5792,1.7,84.40,20,"Washington"
nc,71958420,3,"Friday, March 22, 2013 13:23:51 UTC",36.1928,-120.7717,2.0,6.10,57,"Central California"
ci,15312049,3,"Friday, March 22, 2013 11:50:14 UTC",35.7192,-117.5177,2.5,11.70,39,"Southern California"
ak,10679264,1,"Friday, March 22, 2013 11:49:21 UTC",62.7972,-150.7074,1.8,65.40,19,"Central Alaska"
ci,15312033,1,"Friday, March 22, 2013 11:25:59 UTC",33.4987,-116.4573,1.0,13.80,38,"Southern California"
ci,15312025,1,"Friday, March 22, 2013 11:17:06 UTC",35.3777,-118.5330,1.6,7.60,24,"Central California"
ci,15312017,1,"Friday, March 22, 2013 11:14:11 UTC",33.3388,-116.2873,1.3,10.60,37,"Southern California"
ak,10679259,1,"Friday, March 22, 2013 11:09:44 UTC",63.0522,-151.6439,1.2,18.80, 5,"Central Alaska"
ci,15312009,1,"Friday, March 22, 2013 11:03:39 UTC",33.5107,-116.4475,1.3,12.20,39,"Southern California"
uu,60016647,2,"Friday, March 22, 2013 10:45:32 UTC",40.7658,-111.9733,1.0,1.00,23,"Wasatch Front Urban Corridor, Utah"
ci,15311969,1,"Friday, March 22, 2013 10:21:37 UTC",33.8905,-116.2473,1.3,5.50,45,"Southern California"
nc,71958385,2,"Friday, March 22, 2013 10:10:10 UTC",37.6448,-118.8893,1.2,0.10, 9,"Long Valley area, California"
ak,10679250,1,"Friday, March 22, 2013 10:09:53 UTC",63.2543,-149.7694,1.2,85.50,11,"Central Alaska"
ci,15311953,0,"Friday, March 22, 2013 09:51:03 UTC",33.3355,-116.2958,1.7,11.50,92,"Southern California"
hv,60481026,1,"Friday, March 22, 2013 09:07:01 UTC",19.0192,-155.2993,2.0,15.20,43,"Island of Hawaii, Hawaii"
ci,15311937,2,"Friday, March 22, 2013 08:51:39 UTC",33.4915,-116.4650,1.1,12.80,36,"Southern California"
nc,71958365,2,"Friday, March 22, 2013 08:42:40 UTC",38.8407,-122.8288,1.1,2.70,44,"Northern California"
uu,60016642,4,"Friday, March 22, 2013 08:41:42 UTC",40.5355,-111.0780,1.7,13.90,22,"Utah"
ak,10679239,1,"Friday, March 22, 2013 08:35:33 UTC",61.1604,-146.9722,1.6,13.30,10,"Southern Alaska"
us,b000fqsy,8,"Friday, March 22, 2013 08:31:52 UTC",40.1572,51.1730,4.5,11.50,76,"Caspian Sea, offshore Azerbaijan"
nc,71958355,2,"Friday, March 22, 2013 08:30:13 UTC",36.1752,-120.2278,1.7,11.70,34,"Central California"
nc,71958350,2,"Friday, March 22, 2013 07:58:22 UTC",38.8287,-122.7635,1.1,0.90,41,"Northern California"
ci,15311897,1,"Friday, March 22, 2013 07:51:06 UTC",33.5052,-116.4520,1.0,12.40,30,"Southern California"
pr,13081003,0,"Friday, March 22, 2013 07:39:30 UTC",18.4871,-64.4079,2.9,55.00, 7,"Virgin Gorda, British Virgin Islands"
pr,13081002,0,"Friday, March 22, 2013 07:23:54 UTC",19.0035,-64.4261,3.0,16.00, 9,"Virgin Islands region"
uu,60016632,2,"Friday, March 22, 2013 07:14:29 UTC",40.7680,-111.9740,1.0,2.40,14,"Wasatch Front Urban Corridor, Utah"
ak,10679228,1,"Friday, March 22, 2013 07:04:08 UTC",62.4931,-150.9754,1.9,90.20,23,"Central Alaska"
hv,60481001,1,"Friday, March 22, 2013 06:30:25 UTC",19.2602,-155.2385,1.9,8.60,24,"Island of Hawaii, Hawaii"
ak,10679221,1,"Friday, March 22, 2013 06:17:51 UTC",61.5830,-148.2778,1.3,19.60, 9,"Southern Alaska"
nc,71958325,3,"Friday, March 22, 2013 06:16:51 UTC",37.4110,-121.7532,2.1,9.00,117,"San Francisco Bay area, California"
pr,13081001,0,"Friday, March 22, 2013 05:56:19 UTC",19.6334,-67.6179,3.1,10.00, 9,"Puerto Rico region"
ci,15311889,1,"Friday, March 22, 2013 05:51:40 UTC",33.2130,-116.0698,1.6,7.50,50,"Southern California"
ak,10679210,1,"Friday, March 22, 2013 05:34:40 UTC",63.3056,-145.1468,2.2,39.90, 9,"Central Alaska"
ci,15311873,6,"Friday, March 22, 2013 05:12:34 UTC",32.6015,-115.7183,3.4,12.70,54,"Baja California, Mexico"
ak,10679205,1,"Friday, March 22, 2013 04:48:46 UTC",60.4056,-150.9621,2.2,47.80, 7,"Kenai Peninsula, Alaska"
nc,71958305,2,"Friday, March 22, 2013 04:24:39 UTC",35.5425,-120.7850,1.1,3.30,30,"Central California"
uw,60511981,2,"Friday, March 22, 2013 04:18:58 UTC",46.6045,-119.8523,1.0,7.20,11,"Washington"
nc,71958295,3,"Friday, March 22, 2013 04:12:17 UTC",38.8068,-122.7910,1.0,4.10,46,"Northern California"
ak,10679190,1,"Friday, March 22, 2013 04:04:47 UTC",63.1162,-150.9355,2.0,126.70,24,"Central Alaska"
ak,10679191,1,"Friday, March 22, 2013 04:03:55 UTC",60.3291,-150.8380,1.6,45.00, 6,"Kenai Peninsula, Alaska"
ak,10679189,1,"Friday, March 22, 2013 04:00:44 UTC",64.5569,-149.3005,1.0,13.20, 7,"Central Alaska"
ak,10679185,2,"Friday, March 22, 2013 03:46:43 UTC",71.3432,-145.3617,2.7,49.10,14,"Beaufort Sea"
ak,10679184,1,"Friday, March 22, 2013 03:46:09 UTC",63.4838,-147.0851,1.5,0.00, 6,"Central Alaska"
nn,00406697,1,"Friday, March 22, 2013 03:12:27 UTC",38.0273,-118.0821,1.7,8.50,20,"Nevada"
ci,15311809,0,"Friday, March 22, 2013 03:09:34 UTC",33.4205,-116.3105,1.1,0.00,25,"Southern California"
nc,71958280,3,"Friday, March 22, 2013 03:07:55 UTC",35.7157,-121.0530,1.8,6.80,50,"Central California"
pr,13081000,0,"Friday, March 22, 2013 02:51:16 UTC",18.1993,-67.5012,2.9,151.00,10,"Mona Passage, Puerto Rico"
nc,71958265,3,"Friday, March 22, 2013 02:49:42 UTC",37.9705,-122.0325,1.6,12.30,53,"San Francisco Bay area, California"
ci,15311785,1,"Friday, March 22, 2013 02:18:41 UTC",36.0242,-117.7782,1.3,2.00,12,"Central California"
ak,10679150,1,"Friday, March 22, 2013 01:39:24 UTC",63.5189,-146.4296,1.3,0.10,14,"Central Alaska"
ak,10679140,1,"Friday, March 22, 2013 01:26:07 UTC",63.1432,-150.8123,1.7,125.10,15,"Central Alaska"
ak,10679133,1,"Friday, March 22, 2013 01:18:19 UTC",63.5036,-146.4306,1.7,0.00,23,"Central Alaska"
nc,71070429,2,"Friday, March 22, 2013 01:14:12 UTC",38.7665,-122.7323,1.0,2.00,10,"Northern California"
nc,71958240,3,"Friday, March 22, 2013 01:14:00 UTC",38.7700,-122.7323,1.8,1.70,52,"Northern California"
nn,00406687,1,"Friday, March 22, 2013 00:58:26 UTC",36.7952,-116.0709,1.0,5.70,13,"Nevada"
ak,10678930,1,"Friday, March 22, 2013 00:07:50 UTC",60.5062,-151.4318,1.7,32.00, 9,"Kenai Peninsula, Alaska"
ak,10678917,2,"Thursday, March 21, 2013 23:58:34 UTC",63.2772,-151.1095,1.0,13.20,29,"Central Alaska"
ak,10679658,2,"Thursday, March 21, 2013 23:47:44 UTC",61.1385,-151.1655,1.4,63.20,24,"Southern Alaska"
ak,10679657,2,"Thursday, March 21, 2013 23:35:06 UTC",61.7772,-151.8777,1.5,116.90,16,"Southern Alaska"
nc,71958220,2,"Thursday, March 21, 2013 23:33:43 UTC",37.5953,-118.8437,1.1,10.40,25,"Long Valley area, California"
ak,10679656,2,"Thursday, March 21, 2013 23:32:43 UTC",63.4699,-151.2119,1.0,6.70,17,"Central Alaska"
ak,10678893,1,"Thursday, March 21, 2013 23:32:09 UTC",61.2136,-146.9193,1.5,3.70, 8,"Southern Alaska"
ak,10678884,2,"Thursday, March 21, 2013 23:16:15 UTC",64.9980,-147.4352,1.2,0.00,11,"Central Alaska"
uu,60000995,2,"Thursday, March 21, 2013 23:09:26 UTC",39.4358,-111.2180,1.4,1.70, 7,"Utah"
ak,10678877,2,"Thursday, March 21, 2013 23:07:27 UTC",61.0150,-150.6652,1.4,53.10,29,"Southern Alaska"
nc,71958200,3,"Thursday, March 21, 2013 22:40:34 UTC",39.6240,-120.0097,2.1,4.70,24,"Northern California"
nc,71958195,3,"Thursday, March 21, 2013 22:33:58 UTC",38.8200,-122.7628,1.6,2.50,54,"Northern California"
nc,71958190,3,"Thursday, March 21, 2013 22:29:40 UTC",39.2323,-123.2232,1.5,6.70,15,"Northern California"
ci,15311689,1,"Thursday, March 21, 2013 22:22:24 UTC",34.0355,-117.5798,1.2,11.00,34,"Greater Los Angeles area, California"
nc,71958185,3,"Thursday, March 21, 2013 22:08:28 UTC",39.4943,-123.1148,1.7,3.20,26,"Northern California"
ak,10679652,2,"Thursday, March 21, 2013 21:56:10 UTC",52.4782,-163.6382,2.5,22.10, 8,"south of Alaska"
ci,15311673,1,"Thursday, March 21, 2013 21:55:06 UTC",33.8938,-116.2553,1.1,9.80,28,"Southern California"
ak,10678816,2,"Thursday, March 21, 2013 21:37:31 UTC",63.0002,-148.2668,1.3,67.50,31,"Central Alaska"
nc,71958155,3,"Thursday, March 21, 2013 21:20:42 UTC",38.8177,-122.8262,1.1,3.20,46,"Northern California"
ak,10678788,2,"Thursday, March 21, 2013 21:17:10 UTC",63.9445,-148.7488,1.6,0.00,24,"Central Alaska"
ak,10679649,2,"Thursday, March 21, 2013 21:16:10 UTC",63.2131,-151.8179,1.3,1.00,13,"Central Alaska"
uw,60027008,1,"Thursday, March 21, 2013 21:14:09 UTC",45.8013,-122.4912,1.5,0.00,13,"Washington"
uw,60511941,2,"Thursday, March 21, 2013 21:13:06 UTC",49.3622,-120.4787,2.4,0.00,15,"British Columbia, Canada"
nc,71958145,3,"Thursday, March 21, 2013 20:56:04 UTC",39.6270,-120.0153,1.1,4.10,19,"Northern California"
ak,10678769,2,"Thursday, March 21, 2013 20:54:07 UTC",59.8515,-151.9173,1.7,65.00,30,"Kenai Peninsula, Alaska"
ci,15311625,1,"Thursday, March 21, 2013 20:51:32 UTC",33.4993,-116.4690,1.6,9.50,86,"Southern California"
ak,10678750,2,"Thursday, March 21, 2013 20:40:03 UTC",57.8089,-156.3098,2.9,125.20,42,"Alaska Peninsula"
ak,10679646,2,"Thursday, March 21, 2013 20:34:05 UTC",63.8498,-148.5125,1.0,103.60,10,"Central Alaska"
nc,71958110,2,"Thursday, March 21, 2013 20:32:20 UTC",36.4692,-121.0492,1.3,5.30,22,"Central California"
nc,71958105,2,"Thursday, March 21, 2013 20:21:43 UTC",38.8267,-122.8248,1.0,2.70,41,"Northern California"
uu,60016592,2,"Thursday, March 21, 2013 20:03:43 UTC",39.4430,-111.2193,1.5,1.80,16,"Utah"
ak,10678735,2,"Thursday, March 21, 2013 19:46:22 UTC",60.9676,-138.2403,1.5,4.60, 6,"Southern Yukon Territory, Canada"
ci,15311593,1,"Thursday, March 21, 2013 19:38:09 UTC",35.3748,-118.5332,1.5,9.50,31,"Central California"
ak,10679644,2,"Thursday, March 21, 2013 19:37:03 UTC",54.4690,-161.6041,2.2,15.30, 6,"Alaska Peninsula"
uu,60016582,2,"Thursday, March 21, 2013 19:18:35 UTC",40.5393,-111.0922,1.6,13.70,21,"Utah"
uu,60016577,4,"Thursday, March 21, 2013 19:18:35 UTC",40.5310,-111.0820,1.6,14.30,20,"Utah"
ak,10679643,2,"Thursday, March 21, 2013 19:13:59 UTC",69.4895,-143.3279,2.4,18.10,12,"northern Alaska"
ak,10678716,2,"Thursday, March 21, 2013 19:10:10 UTC",65.0038,-147.4005,1.3,0.00,17,"northern Alaska"
ak,10679641,2,"Thursday, March 21, 2013 19:05:27 UTC",53.5517,-165.5508,1.6,1.30,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10679640,2,"Thursday, March 21, 2013 18:45:01 UTC",63.0872,-151.5459,1.1,6.40,11,"Central Alaska"
nc,71958065,2,"Thursday, March 21, 2013 18:34:52 UTC",37.9898,-122.4507,1.1,0.00,19,"San Francisco Bay area, California"
nc,71958060,2,"Thursday, March 21, 2013 18:24:54 UTC",37.9722,-122.0370,1.4,11.60,24,"San Francisco Bay area, California"
nc,71958055,4,"Thursday, March 21, 2013 18:24:37 UTC",37.9752,-122.0328,1.6,10.80,47,"San Francisco Bay area, California"
ak,10679638,2,"Thursday, March 21, 2013 18:15:33 UTC",62.9776,-151.1544,1.4,126.00,17,"Central Alaska"
ak,10678683,2,"Thursday, March 21, 2013 18:13:35 UTC",62.0895,-145.1762,1.4,17.10,14,"Central Alaska"
ak,10678653,2,"Thursday, March 21, 2013 17:46:59 UTC",63.4292,-147.3628,1.3,1.10,32,"Central Alaska"
ci,15311537,2,"Thursday, March 21, 2013 17:44:36 UTC",35.9483,-117.6662,1.3,2.60,46,"Central California"
ak,10678641,2,"Thursday, March 21, 2013 17:39:18 UTC",62.5121,-150.5712,1.4,74.50,30,"Central Alaska"
ak,10678638,2,"Thursday, March 21, 2013 17:36:36 UTC",60.3554,-151.1785,1.6,45.40,16,"Kenai Peninsula, Alaska"
uu,60016562,2,"Thursday, March 21, 2013 17:32:46 UTC",39.4448,-111.2080,1.4,1.60, 6,"Utah"
nc,71958025,3,"Thursday, March 21, 2013 17:31:42 UTC",36.4692,-121.0507,1.9,5.20,54,"Central California"
nc,71958035,2,"Thursday, March 21, 2013 17:31:17 UTC",36.5710,-121.1230,1.8,9.30,38,"Central California"
nm,032113d,A,"Thursday, March 21, 2013 17:21:55 UTC",36.4053,-89.5312,1.2,7.50,22,"southeastern Missouri"
nc,71958020,3,"Thursday, March 21, 2013 17:13:34 UTC",38.8372,-122.8300,1.2,2.70,50,"Northern California"
nc,71958010,3,"Thursday, March 21, 2013 16:49:54 UTC",38.8350,-122.8303,2.0,2.60,61,"Northern California"
ci,15311505,2,"Thursday, March 21, 2013 16:42:05 UTC",35.8790,-118.3513,1.0,3.90,35,"Central California"
ci,15311497,2,"Thursday, March 21, 2013 16:39:57 UTC",35.9477,-117.6658,1.6,2.40,45,"Central California"
us,b000fqrf,4,"Thursday, March 21, 2013 16:34:35 UTC",35.4670,-97.3960,3.2,5.00, 0,"Oklahoma City urban area, Oklahoma"
ak,10678586,2,"Thursday, March 21, 2013 16:16:58 UTC",61.5719,-151.2173,1.5,75.30,20,"Southern Alaska"
ak,10679630,2,"Thursday, March 21, 2013 16:16:48 UTC",63.2485,-150.7113,1.2,126.10, 9,"Central Alaska"
uu,60016552,4,"Thursday, March 21, 2013 16:10:44 UTC",38.7187,-110.4387,1.8,6.00, 7,"Utah"
ak,10679629,2,"Thursday, March 21, 2013 16:10:16 UTC",62.0190,-151.5452,1.5,85.00,17,"Central Alaska"
us,b000fq9y,C,"Thursday, March 21, 2013 15:56:41 UTC",35.4862,-97.3902,3.3,8.80,45,"Oklahoma City urban area, Oklahoma"
nc,71957995,3,"Thursday, March 21, 2013 15:56:24 UTC",40.4343,-124.6998,2.8,25.30,38,"offshore Northern California"
ci,15311473,2,"Thursday, March 21, 2013 15:38:13 UTC",34.0193,-117.2207,1.6,16.20,95,"Greater Los Angeles area, California"
ci,15311465,2,"Thursday, March 21, 2013 15:28:28 UTC",35.0275,-118.9812,2.0,13.20,33,"Central California"
ak,10678566,2,"Thursday, March 21, 2013 15:19:08 UTC",63.1822,-148.9833,1.0,2.80,23,"Central Alaska"
ak,10678561,2,"Thursday, March 21, 2013 15:15:42 UTC",62.0475,-145.1515,1.6,12.80,29,"Central Alaska"
ci,15311449,2,"Thursday, March 21, 2013 15:04:10 UTC",33.3587,-116.4152,1.0,7.50,55,"Southern California"
ci,15311441,2,"Thursday, March 21, 2013 15:00:39 UTC",34.4522,-116.4903,1.3,6.40,22,"Southern California"
ak,10678551,2,"Thursday, March 21, 2013 14:59:58 UTC",63.4560,-150.8689,1.4,7.60,25,"Central Alaska"
ak,10679624,2,"Thursday, March 21, 2013 14:45:42 UTC",51.9372,-170.4540,3.1,27.30,13,"Fox Islands, Aleutian Islands, Alaska"
pr,13080001,0,"Thursday, March 21, 2013 14:45:08 UTC",18.9941,-64.6727,2.6,5.00, 4,"Virgin Islands region"
hv,60480711,1,"Thursday, March 21, 2013 14:18:31 UTC",19.3423,-155.4910,2.1,8.00,24,"Island of Hawaii, Hawaii"
ak,10678542,2,"Thursday, March 21, 2013 14:16:59 UTC",63.5313,-146.3616,2.1,1.00,46,"Central Alaska"
ci,15311417,1,"Thursday, March 21, 2013 13:56:23 UTC",34.2905,-116.7377,2.1,0.70,102,"Southern California"
ci,15311401,1,"Thursday, March 21, 2013 13:49:23 UTC",35.5635,-118.5118,1.3,0.00,18,"Central California"
ak,10679621,2,"Thursday, March 21, 2013 13:21:53 UTC",56.2052,-157.5715,2.2,48.60, 9,"Alaska Peninsula"
ak,10678523,2,"Thursday, March 21, 2013 12:43:34 UTC",61.4126,-146.6589,2.2,9.60,51,"Southern Alaska"
nc,71957950,2,"Thursday, March 21, 2013 12:14:58 UTC",38.8052,-122.7693,1.0,1.10,31,"Northern California"
ak,10678515,2,"Thursday, March 21, 2013 11:57:29 UTC",61.5658,-149.6972,1.0,36.60,14,"Southern Alaska"
ak,10678507,2,"Thursday, March 21, 2013 11:47:20 UTC",62.2200,-148.4909,1.2,42.60,20,"Central Alaska"
hv,60480671,2,"Thursday, March 21, 2013 11:45:33 UTC",19.5898,-154.9903,2.4,45.20,59,"Hawaii region, Hawaii"
nc,71957935,3,"Thursday, March 21, 2013 11:39:39 UTC",38.8048,-122.7695,1.5,1.20,48,"Northern California"
ci,15311345,1,"Thursday, March 21, 2013 11:25:08 UTC",33.4858,-116.4128,1.6,14.30,93,"Southern California"
nc,71957915,2,"Thursday, March 21, 2013 11:15:57 UTC",38.8208,-122.7628,1.6,2.60,32,"Northern California"
nc,71070419,2,"Thursday, March 21, 2013 11:15:51 UTC",38.8217,-122.7640,1.6,2.60,42,"Northern California"
ci,15311329,1,"Thursday, March 21, 2013 11:13:51 UTC",35.9450,-117.6690,1.1,2.50,22,"Central California"
ci,15311313,1,"Thursday, March 21, 2013 11:12:44 UTC",35.9468,-117.6670,1.4,2.40,29,"Central California"
nc,71957895,3,"Thursday, March 21, 2013 11:05:06 UTC",38.8110,-122.8242,1.9,2.20,57,"Northern California"
nc,71957890,2,"Thursday, March 21, 2013 10:57:07 UTC",36.0125,-121.0307,1.1,11.00,15,"Central California"
ak,10679614,2,"Thursday, March 21, 2013 10:52:38 UTC",60.0698,-153.3473,2.2,140.00,24,"Southern Alaska"
pr,13080002,0,"Thursday, March 21, 2013 10:34:13 UTC",17.9650,-65.3876,2.0,13.00, 6,"Puerto Rico region"
ci,15311281,1,"Thursday, March 21, 2013 10:29:54 UTC",32.9507,-116.0193,1.3,10.20,35,"Southern California"
ci,15311249,1,"Thursday, March 21, 2013 10:20:47 UTC",35.9445,-117.6647,1.0,2.00,14,"Central California"
ak,10678472,2,"Thursday, March 21, 2013 10:14:05 UTC",62.1200,-145.2356,1.2,20.00, 8,"Central Alaska"
ak,10678469,2,"Thursday, March 21, 2013 10:11:50 UTC",62.0688,-148.2239,1.2,41.00,22,"Central Alaska"
ci,15311233,2,"Thursday, March 21, 2013 10:11:15 UTC",35.9445,-117.6700,1.4,2.60,39,"Central California"
ci,15311217,5,"Thursday, March 21, 2013 10:07:05 UTC",35.9455,-117.6650,2.8,2.20,63,"Central California"
ak,10679610,2,"Thursday, March 21, 2013 09:44:20 UTC",59.6796,-153.0773,2.2,113.20,35,"Southern Alaska"
ci,15311201,2,"Thursday, March 21, 2013 09:40:58 UTC",33.4985,-116.4757,2.1,8.80,118,"Southern California"
nc,71957855,2,"Thursday, March 21, 2013 09:35:52 UTC",35.6648,-121.0727,1.3,5.30,27,"Central California"
ak,10678456,2,"Thursday, March 21, 2013 09:26:11 UTC",61.9645,-149.5988,2.2,33.60,70,"Southern Alaska"
ci,15311185,1,"Thursday, March 21, 2013 09:18:40 UTC",33.5072,-116.4675,1.0,10.30,53,"Southern California"
nc,71957850,2,"Thursday, March 21, 2013 09:12:34 UTC",36.5913,-121.1935,1.0,6.70,26,"Central California"
nn,00406551,1,"Thursday, March 21, 2013 09:01:30 UTC",38.0258,-118.0455,1.2,0.00, 8,"Nevada"
ak,10679608,2,"Thursday, March 21, 2013 08:59:54 UTC",62.0396,-147.9158,1.0,35.70,13,"Central Alaska"
nc,71957840,3,"Thursday, March 21, 2013 08:46:55 UTC",38.7945,-122.7783,1.0,4.00,52,"Northern California"
ci,15311161,1,"Thursday, March 21, 2013 08:45:40 UTC",36.0227,-117.7707,1.0,2.20,14,"Central California"
ak,10679607,2,"Thursday, March 21, 2013 08:42:02 UTC",63.1405,-150.9612,1.4,125.90,11,"Central Alaska"
ak,10679606,2,"Thursday, March 21, 2013 08:41:36 UTC",52.7813,179.3090,2.2,31.10, 8,"Rat Islands, Aleutian Islands, Alaska"
us,b000fq4l,5,"Thursday, March 21, 2013 08:31:56 UTC",23.5876,63.4372,4.5,13.20,35,"off the coast of Pakistan"
nc,71957835,3,"Thursday, March 21, 2013 08:23:26 UTC",38.8133,-122.7877,1.2,2.60,44,"Northern California"
pr,13080000,0,"Thursday, March 21, 2013 08:17:40 UTC",19.2210,-64.4730,3.3,50.00, 9,"Virgin Islands region"
ak,10678447,2,"Thursday, March 21, 2013 08:05:17 UTC",51.8862,-173.9211,1.4,3.90, 6,"Andreanof Islands, Aleutian Islands, Alaska"
nm,032113c,A,"Thursday, March 21, 2013 07:57:07 UTC",36.4911,-89.5325,1.6,7.40,20,"southeastern Missouri"
ci,15311153,1,"Thursday, March 21, 2013 07:56:45 UTC",33.6880,-117.4863,2.0,2.80,127,"Southern California"
ak,10678445,2,"Thursday, March 21, 2013 07:56:15 UTC",51.6159,-177.9652,1.3,5.50, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10679602,2,"Thursday, March 21, 2013 07:49:24 UTC",63.1430,-149.3376,1.2,75.00,23,"Central Alaska"
uu,60016527,4,"Thursday, March 21, 2013 07:41:46 UTC",40.5385,-111.0798,1.4,11.10,28,"Utah"
nm,032113b,A,"Thursday, March 21, 2013 07:40:50 UTC",36.6175,-92.3498,1.9,11.00,13,"Missouri"
nn,00406550,1,"Thursday, March 21, 2013 07:40:46 UTC",36.4614,-115.1630,1.3,9.30,13,"Nevada"
nc,71957825,2,"Thursday, March 21, 2013 07:30:25 UTC",37.2902,-119.4972,1.8,34.00, 8,"Central California"
ak,10679601,2,"Thursday, March 21, 2013 07:15:43 UTC",51.2248,-179.0566,1.9,18.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60016522,2,"Thursday, March 21, 2013 07:02:26 UTC",39.4438,-111.2210,1.7,1.70, 8,"Utah"
ak,10678439,2,"Thursday, March 21, 2013 06:56:45 UTC",61.3565,-150.5427,1.6,48.00,38,"Southern Alaska"
ci,15311113,1,"Thursday, March 21, 2013 06:52:15 UTC",34.0650,-119.0228,2.4,9.50,58,"Channel Islands region, California"
ci,15311105,3,"Thursday, March 21, 2013 06:47:28 UTC",34.1828,-117.3768,1.1,14.00,53,"Greater Los Angeles area, California"
ci,15311089,1,"Thursday, March 21, 2013 06:37:32 UTC",36.0375,-117.7753,1.0,2.40,17,"Central California"
ci,15311081,0,"Thursday, March 21, 2013 06:36:53 UTC",36.0390,-117.7728,1.5,2.10,23,"Central California"
nc,71957810,2,"Thursday, March 21, 2013 06:15:57 UTC",35.6045,-120.7713,1.0,5.70,24,"Central California"
uu,60016517,4,"Thursday, March 21, 2013 06:04:06 UTC",37.7312,-110.6700,1.7,3.40,14,"Utah"
ci,15311049,1,"Thursday, March 21, 2013 05:36:14 UTC",35.8650,-118.1028,1.2,11.50,35,"Central California"
us,b000fq2v,6,"Thursday, March 21, 2013 05:34:34 UTC",36.7536,140.4022,4.7,81.30,43,"near the east coast of Honshu, Japan"
us,b000fq2q,7,"Thursday, March 21, 2013 05:27:36 UTC",-22.0119,-179.5001,5.0,601.70,54,"south of the Fiji Islands"
ak,10678411,2,"Thursday, March 21, 2013 05:14:09 UTC",61.2729,-146.9948,1.2,19.60,16,"Southern Alaska"
nc,71957785,3,"Thursday, March 21, 2013 05:04:34 UTC",38.8183,-122.8208,1.2,3.00,50,"Northern California"
ci,15311025,1,"Thursday, March 21, 2013 05:00:11 UTC",36.0375,-117.7817,1.0,2.60,16,"Central California"
ak,10678404,2,"Thursday, March 21, 2013 04:58:02 UTC",61.3497,-149.7248,1.3,39.30,28,"Southern Alaska"
ci,15311009,1,"Thursday, March 21, 2013 04:44:56 UTC",33.3470,-116.8950,1.8,16.20,100,"Southern California"
ak,10679595,2,"Thursday, March 21, 2013 04:41:21 UTC",62.3620,-150.8537,1.2,56.90,13,"Central Alaska"
ak,10678392,2,"Thursday, March 21, 2013 04:33:52 UTC",60.0800,-151.4693,2.1,63.70,61,"Kenai Peninsula, Alaska"
ci,15311001,2,"Thursday, March 21, 2013 04:28:48 UTC",35.8195,-116.8062,1.6,2.80,30,"Central California"
